,Local_Time,YEAR,MONTH,DAY,HOUR,OPTPWR,kwh,ACV1,ACV2,ACCL1,ACCL2,ACF1,IIT,IHT,DCVL1,DCVL2,DCCL1,DCCL2,IPA,IPB,TOTALKWH
1593,2020-05-06 15:00:00,2020,5,6,15,4.24,0.963,230.0,227.0,6.6,6.1,60.0,46.0,48.0,734.0,717.0,2.7,2.8,2.14,2.12,50301.0
1594,2020-05-06 16:00:00,2020,5,6,16,1.34,0.5690000000000001,230.0,228.0,2.7,2.5,60.1,45.0,47.0,703.0,699.0,0.7,0.8,0.65,0.72,50302.0
1595,2020-05-06 17:00:00,2020,5,6,17,1.1,0.059,228.0,224.0,2.5,2.3,60.1,44.0,47.0,697.0,690.0,0.6,0.6,0.56,0.57,50303.0
1596,2020-05-06 18:00:00,2020,5,6,18,0.1,0.0,227.0,225.0,1.8,1.7,60.1,43.0,46.0,208.0,219.0,0.0,0.0,0.0,0.14,50303.0
1607,2020-05-07 05:00:00,2020,5,7,5,0.81,1.362,228.0,225.0,2.2,2.0,60.1,36.0,29.0,727.0,720.0,0.4,0.4,0.41,0.42,50303.0
1608,2020-05-07 06:00:00,2020,5,7,6,2.79,4.43,228.0,225.0,4.6,4.2,60.1,39.0,36.0,729.0,728.0,1.7,1.7,1.39,1.43,50305.0
1609,2020-05-07 07:00:00,2020,5,7,7,5.73,6.167,230.0,228.0,8.7,8.2,60.1,44.0,47.0,748.0,742.0,3.8,3.7,2.92,2.89,50309.0
1610,2020-05-07 08:00:00,2020,5,7,8,8.18,11.453000000000001,230.0,227.0,12.2,11.5,60.1,44.0,49.0,738.0,744.0,5.6,5.4,4.08,4.08,50315.0
1611,2020-05-07 09:00:00,2020,5,7,9,20.39,0.0,232.0,229.0,29.7,29.5,60.5,49.0,46.0,727.0,721.0,14.3,14.6,10.1,10.29,50326.0
1631,2020-05-08 05:00:00,2020,5,8,5,1.12,2.7169999999999996,232.0,229.0,2.5,2.3,60.1,38.0,31.0,707.0,697.0,0.6,0.6,0.59,0.57,50394.0
1632,2020-05-08 06:00:00,2020,5,8,6,5.94,6.334,231.0,228.0,8.9,8.3,60.1,45.0,43.0,736.0,750.0,4.0,3.7,3.03,2.9,50397.0
1633,2020-05-08 07:00:00,2020,5,8,7,11.84,12.189999999999998,231.0,228.0,17.6,17.0,60.1,48.0,48.0,734.0,721.0,8.2,8.2,5.94,5.93,50404.0
1634,2020-05-08 08:00:00,2020,5,8,8,15.61,16.182,230.0,227.0,23.0,22.6,60.1,52.0,47.0,732.0,718.0,11.0,11.2,7.88,7.86,50416.0
1635,2020-05-08 09:00:00,2020,5,8,9,19.14,21.481,235.0,231.0,27.8,27.0,60.1,53.0,52.0,714.0,708.0,14.0,14.2,9.69,9.67,50431.0
1636,2020-05-08 10:00:00,2020,5,8,10,21.51,22.940999999999995,235.0,230.0,31.3,30.4,60.4,52.0,54.0,702.0,691.0,16.2,16.4,10.97,10.91,50453.0
1637,2020-05-08 11:00:00,2020,5,8,11,22.9,21.686,235.0,232.0,33.1,32.5,60.5,51.0,55.0,702.0,675.0,17.2,17.5,11.65,11.58,50476.0
1638,2020-05-08 12:00:00,2020,5,8,12,23.69,22.129,234.0,230.0,34.6,33.9,60.4,51.0,57.0,718.0,697.0,17.9,17.7,12.2,11.96,50497.0
1639,2020-05-08 13:00:00,2020,5,8,13,23.73,17.955,231.0,228.0,34.6,34.4,60.5,50.0,54.0,725.0,712.0,17.1,16.8,12.19,11.95,50520.0
1640,2020-05-08 14:00:00,2020,5,8,14,20.86,13.370999999999999,231.0,227.0,30.5,29.5,60.3,49.0,53.0,738.0,722.0,14.8,14.7,10.48,10.32,50538.0
1641,2020-05-08 15:00:00,2020,5,8,15,17.55,7.483,232.0,227.0,26.2,25.1,60.1,47.0,48.0,742.0,724.0,12.6,12.3,9.12,8.69,50551.0
1642,2020-05-08 16:00:00,2020,5,8,16,13.74,1.64,229.0,227.0,20.5,19.7,60.0,48.0,43.0,743.0,733.0,9.9,9.7,6.9,6.98,50558.0
1643,2020-05-08 17:00:00,2020,5,8,17,2.25,0.256,229.0,226.0,3.9,3.4,60.2,47.0,46.0,720.0,723.0,1.4,1.4,1.08,1.15,50560.0
1644,2020-05-08 18:00:00,2020,5,8,18,0.68,0.0,227.0,225.0,2.1,2.0,60.1,46.0,46.0,696.0,690.0,0.2,0.3,0.32,0.29,50560.0
1655,2020-05-09 05:00:00,2020,5,9,5,1.18,2.8589999999999995,231.0,228.0,2.5,2.5,60.2,41.0,35.0,721.0,715.0,0.6,0.7,0.57,0.59,50561.0
1656,2020-05-09 06:00:00,2020,5,9,6,4.14,5.174,231.0,228.0,6.5,5.9,60.1,47.0,47.0,735.0,747.0,2.9,2.6,2.21,2.0,50564.0
1657,2020-05-09 07:00:00,2020,5,9,7,9.04,12.106,232.0,228.0,13.5,12.9,60.1,47.0,49.0,741.0,727.0,6.3,6.2,4.64,4.47,50568.0
1658,2020-05-09 08:00:00,2020,5,9,8,15.57,16.575,231.0,227.0,23.3,22.7,60.2,52.0,48.0,733.0,724.0,10.9,10.9,7.78,7.8,50580.0
1659,2020-05-09 09:00:00,2020,5,9,9,20.35,14.723,229.0,225.0,30.5,29.2,60.3,55.0,53.0,725.0,714.0,15.0,15.0,10.29,10.32,50597.0
1660,2020-05-09 10:00:00,2020,5,9,10,18.34,14.790999999999999,228.0,225.0,27.7,26.4,60.1,53.0,49.0,724.0,721.0,13.6,12.2,9.58,8.74,50611.0
1661,2020-05-09 11:00:00,2020,5,9,11,17.97,19.860999999999997,228.0,225.0,26.9,26.2,60.1,50.0,51.0,729.0,729.0,13.5,12.9,9.64,9.37,50626.0
1662,2020-05-09 12:00:00,2020,5,9,12,23.19,22.881000000000004,230.0,226.0,34.1,33.5,60.5,52.0,57.0,705.0,710.0,17.3,17.5,11.7,12.11,50647.0
1663,2020-05-09 13:00:00,2020,5,9,13,22.74,18.086,230.0,226.0,33.6,32.9,60.4,53.0,58.0,697.0,694.0,17.3,17.2,11.56,11.65,50669.0
1664,2020-05-09 14:00:00,2020,5,9,14,19.67,14.655999999999999,230.0,227.0,29.2,28.9,60.4,52.0,54.0,721.0,712.0,14.4,14.5,9.97,10.05,50688.0
1665,2020-05-09 15:00:00,2020,5,9,15,16.5,9.122000000000002,230.0,228.0,24.4,23.8,60.0,48.0,48.0,721.0,726.0,11.8,11.7,8.36,8.28,50702.0
1666,2020-05-09 16:00:00,2020,5,9,16,11.52,3.252,231.0,227.0,17.1,16.3,60.0,46.0,42.0,700.0,747.0,8.1,8.2,5.6,5.95,50711.0
1667,2020-05-09 17:00:00,2020,5,9,17,4.96,0.28900000000000003,230.0,228.0,7.6,7.1,60.1,47.0,45.0,745.0,738.0,3.8,3.8,2.14,2.89,50715.0
1668,2020-05-09 18:00:00,2020,5,9,18,0.75,0.0,225.0,222.0,2.1,1.9,60.0,46.0,45.0,723.0,696.0,0.3,0.3,0.36,0.42,50715.0
1679,2020-05-10 05:00:00,2020,5,10,5,1.03,2.16,230.0,228.0,2.4,2.2,60.1,40.0,33.0,720.0,714.0,0.5,0.5,0.52,0.53,50715.0
1680,2020-05-10 06:00:00,2020,5,10,6,3.79,0.234,231.0,228.0,6.0,5.4,60.1,45.0,45.0,748.0,732.0,2.5,2.4,2.04,1.87,50717.0
1681,2020-05-10 07:00:00,2020,5,10,7,0.0,0.0,0.0,1.0,0.1,0.2,0.0,51.0,43.0,869.0,866.0,0.0,0.0,0.0,0.0,50718.0
1682,2020-05-10 08:00:00,2020,5,10,8,0.0,0.0,1.0,1.0,0.1,0.3,0.0,55.0,43.0,882.0,879.0,0.0,0.0,0.0,0.0,50718.0
1683,2020-05-10 09:00:00,2020,5,10,9,0.0,0.0,1.0,1.0,0.1,0.3,0.0,56.0,43.0,855.0,855.0,0.0,0.0,0.0,0.0,50718.0
1703,2020-05-11 05:00:00,2020,5,11,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,28.0,808.0,801.0,0.0,0.0,0.0,0.0,50718.0
1704,2020-05-11 06:00:00,2020,5,11,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,29.0,834.0,829.0,0.0,0.0,0.0,0.0,50718.0
1705,2020-05-11 07:00:00,2020,5,11,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,31.0,890.0,886.0,0.0,0.0,0.0,0.0,50718.0
1706,2020-05-11 08:00:00,2020,5,11,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,31.0,880.0,877.0,0.0,0.0,0.0,0.0,50718.0
1707,2020-05-11 09:00:00,2020,5,11,9,0.0,11.298000000000002,0.0,0.0,0.0,0.0,0.0,46.0,34.0,885.0,881.0,0.0,0.0,0.0,0.0,50718.0
1708,2020-05-11 10:00:00,2020,5,11,10,16.04,22.672,235.0,231.0,23.4,23.1,60.1,46.0,45.0,877.0,873.0,12.0,11.3,8.98,7.95,50730.0
1709,2020-05-11 11:00:00,2020,5,11,11,22.95,22.378000000000004,235.0,231.0,33.8,33.0,60.5,47.0,53.0,721.0,711.0,16.4,16.8,11.71,11.83,50753.0
1710,2020-05-11 12:00:00,2020,5,11,12,23.71,16.921,235.0,232.0,34.6,34.7,60.5,48.0,53.0,728.0,720.0,17.3,17.3,12.17,12.11,50774.0
1711,2020-05-11 13:00:00,2020,5,11,13,21.5,7.975,231.0,228.0,31.6,30.9,60.4,47.0,51.0,736.0,724.0,15.6,15.5,10.91,10.88,50792.0
1712,2020-05-11 14:00:00,2020,5,11,14,8.85,5.327999999999999,230.0,227.0,13.4,12.6,60.1,46.0,42.0,748.0,751.0,5.8,6.0,4.39,4.48,50800.0
1713,2020-05-11 15:00:00,2020,5,11,15,7.84,3.9459999999999997,231.0,228.0,11.7,11.1,60.1,45.0,46.0,750.0,744.0,5.1,5.2,3.9,3.96,50805.0
1714,2020-05-11 16:00:00,2020,5,11,16,5.38,2.2460000000000004,231.0,229.0,8.0,7.5,60.0,45.0,49.0,754.0,743.0,3.4,3.5,2.66,2.71,50809.0
1715,2020-05-11 17:00:00,2020,5,11,17,3.03,0.18700000000000006,228.0,226.0,5.0,4.5,60.1,44.0,46.0,741.0,729.0,1.9,1.9,1.5,1.55,50812.0
1716,2020-05-11 18:00:00,2020,5,11,18,0.47,0.0,226.0,224.0,1.9,1.8,60.1,43.0,43.0,656.0,687.0,0.1,0.1,0.25,0.25,50812.0
1727,2020-05-12 05:00:00,2020,5,12,5,0.62,1.351,231.0,229.0,2.1,1.9,60.1,38.0,31.0,718.0,712.0,0.2,0.3,0.32,0.32,50812.0
1728,2020-05-12 06:00:00,2020,5,12,6,3.2,0.882,230.0,227.0,5.2,4.6,60.1,41.0,38.0,738.0,731.0,1.9,2.0,1.57,1.63,50813.0
1729,2020-05-12 07:00:00,2020,5,12,7,1.25,0.8339999999999999,229.0,226.0,2.7,2.7,60.1,41.0,39.0,721.0,717.0,0.6,0.7,0.62,0.73,50814.0
1730,2020-05-12 08:00:00,2020,5,12,8,1.01,1.334,229.0,225.0,2.3,2.1,60.1,41.0,41.0,709.0,694.0,0.4,0.4,0.47,0.46,50815.0
1731,2020-05-12 09:00:00,2020,5,12,9,3.17,2.6599999999999997,229.0,227.0,5.2,4.5,60.1,41.0,42.0,741.0,741.0,1.8,2.0,1.54,1.65,50816.0
1732,2020-05-12 10:00:00,2020,5,12,10,9.54,7.882000000000001,230.0,226.0,14.4,13.5,60.1,40.0,42.0,756.0,758.0,6.1,6.2,4.77,4.81,50819.0
1733,2020-05-12 11:00:00,2020,5,12,11,10.76,2.682,232.0,229.0,15.7,15.2,60.1,41.0,36.0,756.0,748.0,7.0,7.1,5.31,5.39,50827.0
1734,2020-05-12 12:00:00,2020,5,12,12,3.95,2.916,232.0,229.0,6.2,5.6,60.1,41.0,41.0,742.0,740.0,2.5,2.5,1.97,1.98,50830.0
1735,2020-05-12 13:00:00,2020,5,12,13,3.95,2.571,232.0,228.0,6.3,5.3,60.1,42.0,46.0,752.0,740.0,2.4,2.5,2.0,1.97,50833.0
1736,2020-05-12 14:00:00,2020,5,12,14,3.33,4.6530000000000005,231.0,228.0,5.4,4.8,60.1,42.0,47.0,750.0,749.0,2.0,2.0,1.64,1.71,50835.0
1737,2020-05-12 15:00:00,2020,5,12,15,5.37,7.998,228.0,225.0,8.4,7.6,60.1,42.0,49.0,752.0,750.0,3.5,3.5,2.71,2.69,50840.0
1738,2020-05-12 16:00:00,2020,5,12,16,13.54,1.471,229.0,226.0,20.3,19.5,60.1,43.0,48.0,757.0,746.0,9.2,9.4,6.55,6.97,50847.0
1739,2020-05-12 17:00:00,2020,5,12,17,2.49,0.6560000000000001,225.0,222.0,4.3,3.8,60.0,42.0,41.0,735.0,728.0,1.4,1.6,1.18,1.28,50849.0
1740,2020-05-12 18:00:00,2020,5,12,18,1.7,0.0,228.0,225.0,3.2,2.9,60.1,41.0,42.0,735.0,728.0,0.9,1.0,0.84,0.89,50849.0
1751,2020-05-13 05:00:00,2020,5,13,5,1.49,2.324,229.0,226.0,2.9,2.7,60.2,37.0,30.0,715.0,706.0,0.8,0.8,0.76,0.77,50850.0
1752,2020-05-13 06:00:00,2020,5,13,6,4.72,7.920999999999999,228.0,226.0,7.3,6.7,60.1,42.0,41.0,758.0,750.0,3.1,2.9,2.46,2.25,50852.0
1753,2020-05-13 07:00:00,2020,5,13,7,10.53,10.399,230.0,227.0,15.8,14.9,60.1,47.0,48.0,760.0,729.0,7.1,7.2,5.31,5.25,50860.0
1754,2020-05-13 08:00:00,2020,5,13,8,15.21,11.352,229.0,226.0,22.6,21.8,60.1,47.0,43.0,746.0,740.0,10.6,10.8,7.66,7.61,50870.0
1755,2020-05-13 09:00:00,2020,5,13,9,25.72,14.904,231.0,226.0,36.7,36.3,60.4,43.0,47.0,754.0,761.0,16.4,17.5,11.88,13.25,50881.0
1756,2020-05-13 10:00:00,2020,5,13,10,17.96,20.696,229.0,226.0,26.8,25.8,60.0,46.0,47.0,738.0,732.0,12.4,12.8,8.85,9.19,50896.0
1757,2020-05-13 11:00:00,2020,5,13,11,25.52,22.935,234.0,230.0,38.1,37.3,60.5,48.0,54.0,738.0,768.0,18.9,18.1,13.36,13.15,50917.0
1758,2020-05-13 12:00:00,2020,5,13,12,24.27,24.684000000000005,235.0,230.0,35.5,34.1,60.3,48.0,54.0,719.0,708.0,17.4,17.4,12.34,12.13,50940.0
1759,2020-05-13 13:00:00,2020,5,13,13,23.39,18.916,231.0,230.0,34.2,33.6,60.5,48.0,54.0,727.0,716.0,16.8,16.7,11.76,11.72,50964.0
1760,2020-05-13 14:00:00,2020,5,13,14,20.68,14.805,231.0,227.0,30.6,29.3,60.3,47.0,51.0,727.0,723.0,14.6,14.5,10.41,10.33,50983.0
1761,2020-05-13 15:00:00,2020,5,13,15,17.09,8.815999999999999,230.0,227.0,25.3,24.4,60.1,45.0,47.0,750.0,737.0,11.9,12.0,8.63,8.57,50998.0
1762,2020-05-13 16:00:00,2020,5,13,16,11.36,3.389,230.0,228.0,17.0,16.2,60.2,43.0,41.0,742.0,748.0,7.9,7.9,5.61,5.82,51007.0
1763,2020-05-13 17:00:00,2020,5,13,17,5.05,0.47400000000000003,230.0,228.0,7.7,7.2,60.1,46.0,46.0,755.0,740.0,3.6,3.7,2.26,2.85,51010.0
1764,2020-05-13 18:00:00,2020,5,13,18,1.31,0.0,225.0,223.0,2.5,2.2,60.1,45.0,46.0,719.0,717.0,0.5,0.6,0.53,0.6,51011.0
1775,2020-05-14 05:00:00,2020,5,14,5,1.26,2.5300000000000002,230.0,227.0,2.6,2.5,60.1,37.0,31.0,716.0,707.0,0.7,0.7,0.62,0.64,51011.0
1776,2020-05-14 06:00:00,2020,5,14,6,4.35,6.844,229.0,226.0,6.8,6.3,60.1,44.0,43.0,741.0,751.0,2.9,2.9,2.29,2.1,51014.0
1777,2020-05-14 07:00:00,2020,5,14,7,9.54,10.020000000000001,231.0,227.0,14.4,13.7,60.1,48.0,48.0,752.0,718.0,6.6,6.6,4.83,4.74,51021.0
1778,2020-05-14 08:00:00,2020,5,14,8,13.99,0.0,230.0,227.0,20.8,19.8,60.0,53.0,46.0,736.0,722.0,10.0,10.0,7.04,7.0,51031.0
1788,2020-05-14 18:00:00,2020,5,14,18,0.08,0.0,224.0,222.0,1.7,1.7,60.1,43.0,42.0,170.0,175.0,0.0,0.0,0.0,0.1,51175.0
1799,2020-05-15 05:00:00,2020,5,15,5,1.36,2.7329999999999997,231.0,228.0,2.8,2.5,60.2,39.0,31.0,733.0,727.0,0.7,0.7,0.68,0.7,51176.0
1800,2020-05-15 06:00:00,2020,5,15,6,4.75,4.884,231.0,228.0,7.3,6.7,60.1,48.0,46.0,753.0,741.0,3.1,2.9,2.46,2.28,51178.0
1801,2020-05-15 07:00:00,2020,5,15,7,8.93,0.0,231.0,227.0,13.4,12.8,60.0,51.0,49.0,748.0,713.0,6.1,6.2,4.55,4.47,51183.0
1823,2020-05-16 05:00:00,2020,5,16,5,0.81,1.7049999999999998,233.0,229.0,2.4,2.1,60.2,39.0,33.0,732.0,726.0,0.4,0.4,0.42,0.45,51352.0
1824,2020-05-16 06:00:00,2020,5,16,6,4.29,7.451999999999998,232.0,229.0,6.7,6.1,60.1,45.0,42.0,755.0,742.0,2.7,2.9,2.19,2.13,51353.0
1825,2020-05-16 07:00:00,2020,5,16,7,11.05,10.704,233.0,229.0,16.4,15.6,60.1,53.0,49.0,750.0,722.0,7.8,7.9,5.56,5.5,51361.0
1826,2020-05-16 08:00:00,2020,5,16,8,16.46,18.116999999999997,231.0,227.0,24.3,23.4,60.1,53.0,48.0,752.0,730.0,11.7,12.0,8.33,8.29,51371.0
1827,2020-05-16 09:00:00,2020,5,16,9,22.77,18.225,233.0,229.0,33.6,32.6,60.4,55.0,55.0,721.0,701.0,17.7,17.6,11.65,11.58,51389.0
1828,2020-05-16 10:00:00,2020,5,16,10,25.92,22.445000000000004,233.0,229.0,38.3,37.3,60.3,55.0,58.0,766.0,758.0,18.7,19.2,13.22,13.38,51408.0
1829,2020-05-16 11:00:00,2020,5,16,11,26.08,23.601,236.0,231.0,38.9,37.6,60.4,53.0,59.0,775.0,757.0,18.8,19.4,13.14,13.31,51430.0
1830,2020-05-16 12:00:00,2020,5,16,12,24.81,21.435999999999996,236.0,230.0,36.0,35.4,60.4,53.0,58.0,700.0,689.0,19.5,18.8,12.87,12.51,51454.0
1831,2020-05-16 13:00:00,2020,5,16,13,22.57,18.684000000000005,233.0,229.0,33.3,32.3,60.6,52.0,57.0,700.0,690.0,17.0,17.1,11.48,11.4,51475.0
1832,2020-05-16 14:00:00,2020,5,16,14,24.65,15.83,234.0,230.0,36.1,35.0,60.5,52.0,56.0,722.0,710.0,18.5,18.9,12.41,12.46,51494.0
1833,2020-05-16 15:00:00,2020,5,16,15,20.68,3.9089999999999985,231.0,228.0,30.3,29.9,60.3,50.0,52.0,718.0,709.0,15.4,15.5,10.48,10.47,51510.0
1834,2020-05-16 16:00:00,2020,5,16,16,13.37,2.0380000000000003,230.0,227.0,19.8,19.1,60.1,50.0,46.0,736.0,717.0,9.5,9.8,6.55,6.83,51514.0
1835,2020-05-16 17:00:00,2020,5,16,17,3.77,0.11600000000000005,228.0,224.0,6.4,5.4,60.1,48.0,48.0,730.0,738.0,2.4,2.5,1.88,1.92,51516.0
1836,2020-05-16 18:00:00,2020,5,16,18,0.57,0.0,227.0,224.0,2.0,1.8,60.1,47.0,48.0,667.0,678.0,0.2,0.2,0.3,0.3,51516.0
1847,2020-05-17 05:00:00,2020,5,17,5,0.94,2.8189999999999995,233.0,230.0,2.4,2.1,60.1,39.0,31.0,738.0,732.0,0.4,0.4,0.47,0.47,51516.0
1848,2020-05-17 06:00:00,2020,5,17,6,5.14,8.308,229.0,225.0,8.0,7.4,60.1,48.0,46.0,761.0,726.0,3.4,3.3,2.68,2.54,51519.0
1849,2020-05-17 07:00:00,2020,5,17,7,11.38,13.398,229.0,225.0,17.2,16.2,60.1,52.0,49.0,751.0,733.0,8.1,8.0,5.79,5.58,51527.0
1850,2020-05-17 08:00:00,2020,5,17,8,17.02,14.617999999999999,233.0,229.0,25.2,24.4,60.2,54.0,49.0,728.0,724.0,12.6,12.6,8.71,8.63,51541.0
1851,2020-05-17 09:00:00,2020,5,17,9,20.15,20.855999999999995,232.0,229.0,29.7,29.0,60.3,54.0,53.0,750.0,725.0,14.9,15.0,10.21,10.16,51556.0
1852,2020-05-17 10:00:00,2020,5,17,10,22.19,23.23899999999999,234.0,229.0,32.5,32.1,60.5,54.0,57.0,696.0,685.0,16.8,16.8,11.36,11.26,51576.0
1853,2020-05-17 11:00:00,2020,5,17,11,24.34,23.06,233.0,228.0,35.8,35.1,60.4,53.0,59.0,688.0,680.0,18.3,18.5,12.41,12.33,51600.0
1854,2020-05-17 12:00:00,2020,5,17,12,23.34,21.586,233.0,229.0,34.4,33.7,60.4,53.0,58.0,688.0,670.0,17.9,17.9,11.87,11.79,51623.0
1855,2020-05-17 13:00:00,2020,5,17,13,22.72,19.664000000000005,233.0,229.0,33.6,32.2,60.4,53.0,58.0,688.0,672.0,17.3,17.4,11.6,11.44,51644.0
1856,2020-05-17 14:00:00,2020,5,17,14,21.02,15.798999999999998,233.0,229.0,31.3,30.3,60.4,52.0,55.0,704.0,693.0,15.8,15.7,10.65,10.53,51664.0
1857,2020-05-17 15:00:00,2020,5,17,15,17.83,9.917,232.0,228.0,26.2,25.3,60.2,50.0,51.0,717.0,713.0,13.0,13.1,9.01,8.98,51680.0
1858,2020-05-17 16:00:00,2020,5,17,16,12.93,3.291999999999999,232.0,228.0,19.4,18.4,60.2,47.0,45.0,729.0,732.0,9.2,9.3,6.31,6.59,51690.0
1859,2020-05-17 17:00:00,2020,5,17,17,6.72,0.28400000000000014,227.0,224.0,10.4,9.7,60.1,47.0,43.0,750.0,732.0,5.2,5.0,3.06,3.77,51693.0
1860,2020-05-17 18:00:00,2020,5,17,18,1.3,0.0,226.0,223.0,2.7,2.5,60.2,46.0,46.0,727.0,725.0,0.5,0.9,0.56,0.78,51693.0
1871,2020-05-18 05:00:00,2020,5,18,5,0.95,1.8570000000000002,229.0,226.0,2.5,2.2,60.1,41.0,35.0,722.0,716.0,0.5,0.5,0.49,0.64,51694.0
1872,2020-05-18 06:00:00,2020,5,18,6,3.11,5.353,229.0,225.0,4.7,4.2,60.2,43.0,42.0,733.0,725.0,1.7,1.8,1.41,1.47,51696.0
1873,2020-05-18 07:00:00,2020,5,18,7,8.22,4.108999999999999,229.0,226.0,12.3,11.7,60.1,46.0,47.0,751.0,757.0,5.6,5.5,4.18,4.17,51701.0
1874,2020-05-18 08:00:00,2020,5,18,8,13.66,2.092,229.0,226.0,20.3,19.7,60.1,47.0,43.0,764.0,753.0,9.3,9.4,6.89,6.82,51705.0
1875,2020-05-18 09:00:00,2020,5,18,9,5.29,3.494999999999999,232.0,229.0,8.2,7.6,60.1,43.0,46.0,756.0,750.0,3.4,3.4,2.68,2.67,51707.0
1876,2020-05-18 10:00:00,2020,5,18,10,10.61,5.873,233.0,229.0,15.8,15.0,60.1,44.0,48.0,758.0,757.0,7.0,7.1,5.34,5.29,51710.0
1877,2020-05-18 11:00:00,2020,5,18,11,12.2,4.893,233.0,230.0,18.0,17.3,60.1,43.0,46.0,773.0,767.0,8.2,8.1,6.14,6.09,51716.0
1878,2020-05-18 12:00:00,2020,5,18,12,10.02,7.984999999999999,232.0,229.0,14.8,14.1,60.1,44.0,48.0,754.0,749.0,6.6,6.7,5.03,5.08,51721.0
1879,2020-05-18 13:00:00,2020,5,18,13,14.06,5.936000000000001,232.0,227.0,21.0,20.5,60.1,45.0,48.0,760.0,747.0,10.5,9.9,7.65,7.12,51729.0
1880,2020-05-18 14:00:00,2020,5,18,14,15.78,2.2080000000000006,231.0,227.0,22.7,21.9,60.1,46.0,43.0,750.0,747.0,10.4,10.9,7.56,7.72,51735.0
1881,2020-05-18 15:00:00,2020,5,18,15,2.98,0.8110000000000005,231.0,228.0,4.8,4.0,60.1,45.0,46.0,750.0,735.0,1.8,1.9,1.47,1.49,51737.0
1882,2020-05-18 16:00:00,2020,5,18,16,1.76,0.11300000000000006,230.0,228.0,3.9,2.9,60.1,45.0,46.0,715.0,712.0,1.0,1.1,0.88,0.9,51738.0
1883,2020-05-18 17:00:00,2020,5,18,17,0.16,0.0,229.0,227.0,1.8,1.7,60.1,44.0,43.0,218.0,222.0,0.0,0.0,0.0,0.18,51738.0
1899,2020-05-19 09:00:00,2020,5,19,9,5.0,2.3740000000000006,232.0,228.0,7.7,7.0,60.1,43.0,48.0,753.0,747.0,3.2,3.2,2.49,2.51,51744.0
1900,2020-05-19 10:00:00,2020,5,19,10,4.58,1.769,230.0,228.0,7.2,6.5,60.1,43.0,49.0,746.0,746.0,3.0,3.0,2.26,2.25,51747.0
1901,2020-05-19 11:00:00,2020,5,19,11,3.0,4.3,230.0,227.0,5.0,4.3,60.1,43.0,48.0,747.0,739.0,1.8,1.9,1.52,1.5,51748.0
1902,2020-05-19 12:00:00,2020,5,19,12,7.26,2.076,231.0,228.0,11.1,10.6,60.1,42.0,49.0,759.0,756.0,4.7,4.7,3.66,3.66,51753.0
1903,2020-05-19 13:00:00,2020,5,19,13,3.84,2.7270000000000008,229.0,226.0,6.1,5.6,60.1,41.0,41.0,756.0,754.0,2.4,2.4,1.93,1.94,51755.0
1904,2020-05-19 14:00:00,2020,5,19,14,4.5,3.043000000000001,230.0,228.0,7.0,6.4,60.2,40.0,46.0,764.0,752.0,2.8,2.8,2.27,2.27,51757.0
1905,2020-05-19 15:00:00,2020,5,19,15,4.85,1.0600000000000005,231.0,228.0,7.4,6.8,60.2,41.0,47.0,764.0,751.0,3.1,3.1,2.46,2.43,51760.0
1906,2020-05-19 16:00:00,2020,5,19,16,1.57,0.4480000000000003,232.0,228.0,3.0,2.8,60.2,41.0,46.0,727.0,723.0,0.9,0.9,0.8,0.89,51762.0
1907,2020-05-19 17:00:00,2020,5,19,17,0.69,0.08600000000000003,227.0,225.0,2.1,2.2,60.2,41.0,43.0,703.0,679.0,0.3,0.3,0.37,0.38,51762.0
1908,2020-05-19 18:00:00,2020,5,19,18,0.13,0.0,227.0,225.0,1.8,1.7,60.2,41.0,42.0,223.0,226.0,0.1,0.1,0.11,0.2,51762.0
1919,2020-05-20 05:00:00,2020,5,20,5,0.69,1.2260000000000004,229.0,227.0,2.1,2.0,60.1,37.0,30.0,764.0,757.0,0.4,0.4,0.35,0.52,51762.0
1920,2020-05-20 06:00:00,2020,5,20,6,2.19,2.68,230.0,226.0,3.8,3.4,60.2,39.0,36.0,734.0,728.0,1.3,1.3,1.23,1.1,51764.0
1921,2020-05-20 07:00:00,2020,5,20,7,5.15,4.079000000000001,229.0,226.0,8.1,7.6,60.2,42.0,46.0,756.0,743.0,3.4,3.4,2.64,2.62,51766.0
1922,2020-05-20 08:00:00,2020,5,20,8,5.87,5.695,230.0,227.0,9.1,8.4,60.1,44.0,49.0,748.0,741.0,3.9,3.9,2.94,2.97,51770.0
1923,2020-05-20 09:00:00,2020,5,20,9,13.01,11.438000000000002,232.0,228.0,19.2,18.6,60.1,43.0,47.0,760.0,748.0,8.7,8.9,6.48,6.51,51776.0
1924,2020-05-20 10:00:00,2020,5,20,10,18.76,13.736000000000002,233.0,229.0,27.5,26.9,60.1,44.0,43.0,752.0,748.0,13.1,13.4,9.32,9.59,51787.0
1925,2020-05-20 11:00:00,2020,5,20,11,23.8,5.645999999999999,233.0,230.0,34.9,34.9,60.4,47.0,51.0,746.0,734.0,16.7,18.1,12.24,12.64,51801.0
