,Local_Time,YEAR,MONTH,DAY,HOUR,OPTPWR,kwh,ACV1,ACV2,ACCL1,ACCL2,ACF1,IIT,IHT,DCVL1,DCVL2,DCCL1,DCCL2,IPA,IPB,TOTALKWH
3172,2020-07-11 10:00:00,2020,7,11,10,21.32,21.643,232.0,228.0,31.4,30.8,60.4,56.0,58.0,707.0,694.0,15.9,16.0,10.84,10.81,58919.0
3173,2020-07-11 11:00:00,2020,7,11,11,23.8,21.775999999999996,231.0,228.0,35.0,34.4,60.5,54.0,61.0,699.0,686.0,17.6,17.9,12.15,12.07,58940.0
3174,2020-07-11 12:00:00,2020,7,11,12,23.45,21.467,231.0,227.0,34.7,33.6,60.5,54.0,59.0,707.0,686.0,17.5,17.5,11.87,11.84,58962.0
3175,2020-07-11 13:00:00,2020,7,11,13,22.8,17.47,230.0,228.0,33.5,32.7,60.5,53.0,58.0,699.0,694.0,17.0,16.9,11.5,11.46,58983.0
3176,2020-07-11 14:00:00,2020,7,11,14,21.28,16.214000000000002,231.0,228.0,30.8,30.0,60.3,52.0,57.0,721.0,708.0,15.6,15.9,10.77,10.66,59001.0
3177,2020-07-11 15:00:00,2020,7,11,15,17.2,13.914000000000001,230.0,228.0,25.3,24.8,60.1,52.0,52.0,705.0,706.0,12.5,12.6,8.65,8.77,59017.0
3178,2020-07-11 16:00:00,2020,7,11,16,15.37,5.656000000000001,229.0,226.0,22.9,22.1,60.1,52.0,51.0,680.0,712.0,11.2,11.5,7.6,7.84,59031.0
3179,2020-07-11 17:00:00,2020,7,11,17,9.32,0.7820000000000001,226.0,224.0,14.1,13.5,60.1,50.0,45.0,735.0,722.0,6.3,7.1,4.29,5.09,59037.0
3180,2020-07-11 18:00:00,2020,7,11,18,2.12,0.0,228.0,225.0,3.7,3.8,60.1,50.0,47.0,723.0,710.0,1.0,1.5,0.9,1.25,59038.0
3191,2020-07-12 05:00:00,2020,7,12,5,0.98,2.3819999999999997,229.0,226.0,2.3,2.1,60.1,43.0,36.0,698.0,692.0,0.5,0.5,0.5,0.5,59038.0
3192,2020-07-12 06:00:00,2020,7,12,6,4.34,6.876,229.0,227.0,6.8,6.2,60.2,54.0,49.0,741.0,719.0,2.9,2.9,2.25,2.17,59040.0
3193,2020-07-12 07:00:00,2020,7,12,7,9.94,12.933,231.0,227.0,15.0,14.3,60.1,57.0,49.0,731.0,704.0,7.0,7.0,5.01,4.94,59047.0
3194,2020-07-12 08:00:00,2020,7,12,8,14.8,16.815,232.0,227.0,22.0,21.1,60.1,58.0,51.0,717.0,715.0,10.7,10.7,7.43,7.52,59060.0
3195,2020-07-12 09:00:00,2020,7,12,9,18.63,19.708,231.0,226.0,27.4,26.8,60.4,58.0,55.0,709.0,705.0,13.5,13.8,9.41,9.43,59077.0
3196,2020-07-12 10:00:00,2020,7,12,10,21.25,21.607,232.0,228.0,31.4,30.1,60.5,56.0,58.0,694.0,685.0,16.0,16.0,10.82,10.69,59097.0
3197,2020-07-12 11:00:00,2020,7,12,11,22.31,21.896,232.0,227.0,33.1,32.2,60.4,55.0,59.0,686.0,676.0,17.1,17.1,11.36,11.29,59118.0
3198,2020-07-12 12:00:00,2020,7,12,12,22.43,22.243999999999996,231.0,227.0,33.3,32.5,60.4,56.0,61.0,686.0,670.0,16.9,17.3,11.36,11.43,59140.0
3199,2020-07-12 13:00:00,2020,7,12,13,22.2,18.405999999999995,230.0,226.0,33.1,32.1,60.3,56.0,61.0,702.0,694.0,16.7,17.1,11.24,11.33,59163.0
3200,2020-07-12 14:00:00,2020,7,12,14,20.16,15.487000000000002,233.0,230.0,29.9,29.5,60.4,54.0,55.0,709.0,699.0,14.9,14.8,10.25,10.2,59181.0
3201,2020-07-12 15:00:00,2020,7,12,15,17.89,12.124999999999998,233.0,229.0,26.1,25.3,60.3,52.0,53.0,716.0,703.0,13.2,13.2,9.08,9.09,59197.0
3202,2020-07-12 16:00:00,2020,7,12,16,13.41,6.475,229.0,226.0,20.1,19.2,60.1,49.0,47.0,687.0,705.0,9.7,9.8,6.71,6.81,59209.0
3203,2020-07-12 17:00:00,2020,7,12,17,9.43,1.3239999999999998,228.0,225.0,14.2,13.6,60.1,49.0,45.0,739.0,718.0,6.4,7.2,4.32,5.16,59215.0
3204,2020-07-12 18:00:00,2020,7,12,18,3.29,0.0,229.0,227.0,5.4,4.8,60.1,49.0,47.0,730.0,717.0,1.9,2.4,1.48,1.84,59217.0
3215,2020-07-13 05:00:00,2020,7,13,5,0.95,2.2590000000000003,229.0,226.0,2.3,2.1,60.1,43.0,36.0,693.0,687.0,0.5,0.5,0.5,0.52,59217.0
3216,2020-07-13 06:00:00,2020,7,13,6,4.64,7.582000000000001,229.0,226.0,7.3,6.5,60.1,53.0,48.0,743.0,723.0,3.1,3.1,2.4,2.27,59219.0
3217,2020-07-13 07:00:00,2020,7,13,7,9.77,12.271,231.0,227.0,14.8,14.0,60.1,56.0,49.0,734.0,711.0,6.9,7.0,4.94,4.89,59227.0
3218,2020-07-13 08:00:00,2020,7,13,8,15.06,16.564999999999998,233.0,229.0,22.0,21.2,60.1,58.0,51.0,720.0,721.0,10.9,10.9,7.54,7.69,59239.0
3219,2020-07-13 09:00:00,2020,7,13,9,18.6,19.017,233.0,230.0,27.4,26.4,60.1,59.0,55.0,709.0,704.0,13.9,13.8,9.4,9.48,59256.0
3220,2020-07-13 10:00:00,2020,7,13,10,21.13,21.329000000000004,234.0,229.0,30.8,30.3,60.4,57.0,57.0,689.0,684.0,16.1,16.3,10.81,10.73,59275.0
3221,2020-07-13 11:00:00,2020,7,13,11,22.11,22.699,233.0,229.0,32.7,31.9,60.3,56.0,59.0,681.0,668.0,17.2,17.2,11.22,11.29,59296.0
3222,2020-07-13 12:00:00,2020,7,13,12,22.51,19.681,235.0,231.0,32.6,31.7,60.3,57.0,59.0,689.0,667.0,17.5,17.6,11.49,11.45,59319.0
3223,2020-07-13 13:00:00,2020,7,13,13,20.77,17.465,231.0,228.0,30.9,30.1,60.3,56.0,58.0,682.0,674.0,16.0,16.0,10.63,10.53,59339.0
3224,2020-07-13 14:00:00,2020,7,13,14,18.74,15.804,232.0,228.0,27.7,27.0,60.3,54.0,55.0,689.0,683.0,14.1,14.2,9.58,9.56,59356.0
3225,2020-07-13 15:00:00,2020,7,13,15,17.89,11.194000000000003,232.0,229.0,26.6,25.6,60.1,54.0,54.0,697.0,696.0,13.3,13.4,9.03,9.02,59372.0
3226,2020-07-13 16:00:00,2020,7,13,16,14.71,5.508,233.0,229.0,21.4,20.7,60.1,52.0,51.0,688.0,715.0,10.6,10.7,7.27,7.44,59383.0
3227,2020-07-13 17:00:00,2020,7,13,17,8.23,0.9920000000000001,230.0,227.0,12.4,11.7,60.1,51.0,47.0,732.0,721.0,6.0,6.2,3.8,4.44,59389.0
3228,2020-07-13 18:00:00,2020,7,13,18,2.18,0.0,228.0,225.0,3.8,3.4,60.1,50.0,49.0,715.0,707.0,1.2,1.5,1.0,1.2,59390.0
3239,2020-07-14 05:00:00,2020,7,14,5,0.89,2.064,228.0,225.0,2.3,2.1,60.1,41.0,34.0,721.0,715.0,0.5,0.5,0.45,0.45,59390.0
3240,2020-07-14 06:00:00,2020,7,14,6,3.87,7.138999999999999,228.0,225.0,6.1,5.5,60.0,51.0,46.0,739.0,728.0,2.5,2.6,1.95,1.9,59392.0
3241,2020-07-14 07:00:00,2020,7,14,7,9.65,12.168000000000001,230.0,227.0,14.6,14.0,60.1,56.0,49.0,729.0,712.0,6.8,6.9,4.87,4.83,59399.0
3242,2020-07-14 08:00:00,2020,7,14,8,14.76,16.116,231.0,228.0,21.9,21.0,60.2,58.0,52.0,711.0,710.0,10.7,10.9,7.41,7.48,59411.0
3243,2020-07-14 09:00:00,2020,7,14,9,17.83,19.459,231.0,228.0,26.1,25.4,60.1,59.0,54.0,701.0,688.0,13.2,13.4,9.03,9.09,59427.0
3244,2020-07-14 10:00:00,2020,7,14,10,21.3,21.512999999999998,230.0,227.0,31.1,30.7,60.4,57.0,59.0,686.0,680.0,16.4,16.1,10.78,10.76,59447.0
3245,2020-07-14 11:00:00,2020,7,14,11,22.31,21.323999999999998,229.0,226.0,33.0,32.2,60.4,57.0,62.0,686.0,680.0,17.0,17.3,11.36,11.39,59468.0
3246,2020-07-14 12:00:00,2020,7,14,12,21.46,18.101,231.0,228.0,31.4,31.5,60.5,57.0,59.0,694.0,680.0,16.2,16.6,10.96,10.99,59490.0
3247,2020-07-14 13:00:00,2020,7,14,13,19.66,16.04,228.0,225.0,29.3,28.3,60.4,55.0,57.0,702.0,688.0,14.6,14.7,9.99,9.97,59508.0
3248,2020-07-14 14:00:00,2020,7,14,14,17.3,11.6,228.0,226.0,25.7,25.0,60.1,53.0,54.0,713.0,702.0,12.6,12.7,8.72,8.71,59524.0
3249,2020-07-14 15:00:00,2020,7,14,15,13.53,8.896999999999998,230.0,226.0,20.3,19.6,60.0,51.0,48.0,735.0,714.0,9.5,9.7,6.74,6.81,59535.0
3250,2020-07-14 16:00:00,2020,7,14,16,10.29,4.6530000000000005,230.0,226.0,15.6,14.8,60.1,48.0,45.0,719.0,723.0,7.3,7.4,4.99,5.27,59544.0
3251,2020-07-14 17:00:00,2020,7,14,17,6.59,0.8750000000000001,231.0,228.0,10.0,9.5,60.1,49.0,49.0,739.0,722.0,4.3,4.8,3.04,3.56,59549.0
3252,2020-07-14 18:00:00,2020,7,14,18,2.07,0.0,226.0,224.0,3.7,3.2,60.1,49.0,49.0,712.0,702.0,1.2,1.4,0.98,1.1,59550.0
3263,2020-07-15 05:00:00,2020,7,15,5,0.84,1.3769999999999998,229.0,225.0,2.1,2.1,60.1,41.0,35.0,701.0,695.0,0.4,0.4,0.43,0.43,59550.0
3264,2020-07-15 06:00:00,2020,7,15,6,1.91,2.816,229.0,225.0,3.5,3.0,60.0,45.0,42.0,713.0,707.0,1.1,1.1,0.96,1.14,59551.0
3265,2020-07-15 07:00:00,2020,7,15,7,3.81,6.507000000000001,229.0,224.0,6.1,5.4,60.1,48.0,49.0,725.0,719.0,2.5,2.5,1.91,1.84,59554.0
3266,2020-07-15 08:00:00,2020,7,15,8,14.65,16.198999999999998,230.0,227.0,22.2,21.3,60.0,49.0,49.0,725.0,721.0,11.4,10.1,8.06,7.22,59561.0
3267,2020-07-15 09:00:00,2020,7,15,9,18.32,19.421000000000003,230.0,226.0,27.2,26.4,60.3,55.0,54.0,713.0,695.0,13.3,13.6,9.29,9.32,59577.0
3268,2020-07-15 10:00:00,2020,7,15,10,20.99,22.685000000000006,229.0,226.0,31.3,30.3,60.4,56.0,58.0,693.0,688.0,15.8,16.0,10.67,10.63,59596.0
3269,2020-07-15 11:00:00,2020,7,15,11,22.67,21.629,230.0,226.0,33.6,33.3,60.4,56.0,59.0,685.0,677.0,17.8,17.4,11.61,11.53,59618.0
3270,2020-07-15 12:00:00,2020,7,15,12,24.44,20.933,230.0,227.0,36.4,35.3,60.4,57.0,62.0,681.0,676.0,18.8,18.8,12.45,12.43,59641.0
3271,2020-07-15 13:00:00,2020,7,15,13,25.92,15.463000000000001,232.0,228.0,38.3,37.8,60.4,58.0,62.0,762.0,762.0,18.8,18.7,13.07,13.3,59661.0
3272,2020-07-15 14:00:00,2020,7,15,14,24.23,15.295000000000002,230.0,227.0,35.6,34.7,60.3,56.0,57.0,721.0,710.0,17.8,18.0,12.23,12.3,59677.0
3273,2020-07-15 15:00:00,2020,7,15,15,18.02,11.124999999999998,230.0,227.0,26.9,26.0,60.3,51.0,53.0,717.0,717.0,13.1,13.2,9.12,9.11,59692.0
3274,2020-07-15 16:00:00,2020,7,15,16,13.11,4.334999999999999,230.0,227.0,19.6,18.9,60.1,49.0,47.0,740.0,733.0,9.4,9.4,6.48,6.69,59703.0
3275,2020-07-15 17:00:00,2020,7,15,17,7.12,0.7330000000000001,231.0,227.0,10.8,10.3,60.1,51.0,48.0,743.0,733.0,4.2,5.4,3.21,3.94,59708.0
3276,2020-07-15 18:00:00,2020,7,15,18,1.76,0.0,230.0,227.0,3.2,2.8,60.1,49.0,47.0,717.0,708.0,1.0,1.1,0.86,0.93,59708.0
3287,2020-07-16 05:00:00,2020,7,16,5,1.15,2.6890000000000005,229.0,227.0,2.5,2.5,60.1,43.0,36.0,714.0,708.0,0.6,0.6,0.59,0.59,59709.0
3288,2020-07-16 06:00:00,2020,7,16,6,4.37,7.345,230.0,226.0,6.9,6.2,60.1,50.0,48.0,727.0,726.0,2.9,2.9,2.22,2.16,59711.0
3289,2020-07-16 07:00:00,2020,7,16,7,13.31,8.954,231.0,226.0,19.7,19.0,60.1,52.0,49.0,735.0,730.0,9.6,9.5,6.94,6.51,59719.0
3290,2020-07-16 08:00:00,2020,7,16,8,9.93,12.632,231.0,228.0,14.9,14.2,60.2,51.0,43.0,743.0,733.0,6.9,6.9,5.0,5.02,59728.0
3291,2020-07-16 09:00:00,2020,7,16,9,23.46,19.966,232.0,230.0,33.3,33.3,60.5,52.0,55.0,728.0,727.0,17.0,17.3,12.04,11.91,59740.0
3292,2020-07-16 10:00:00,2020,7,16,10,26.03,11.811,234.0,230.0,37.2,36.7,60.3,59.0,62.0,764.0,765.0,19.4,19.5,13.09,13.29,59760.0
3293,2020-07-16 11:00:00,2020,7,16,11,13.41,4.734000000000001,230.0,226.0,20.1,19.4,60.1,57.0,52.0,732.0,727.0,9.5,9.7,6.76,6.77,59772.0
3294,2020-07-16 12:00:00,2020,7,16,12,9.36,6.343999999999999,230.0,227.0,14.0,13.3,60.1,49.0,46.0,739.0,733.0,6.5,6.6,4.66,4.77,59777.0
3295,2020-07-16 13:00:00,2020,7,16,13,9.22,8.43,228.0,225.0,14.0,13.2,60.1,49.0,49.0,731.0,729.0,6.3,6.3,4.59,4.65,59783.0
3296,2020-07-16 14:00:00,2020,7,16,14,11.93,13.191,229.0,227.0,17.8,17.1,60.1,47.0,43.0,732.0,732.0,8.2,8.2,6.0,5.91,59792.0
3297,2020-07-16 15:00:00,2020,7,16,15,20.24,11.616000000000003,232.0,228.0,29.9,29.1,60.3,50.0,53.0,722.0,718.0,14.6,14.6,10.27,10.27,59805.0
3298,2020-07-16 16:00:00,2020,7,16,16,17.04,2.287,231.0,228.0,25.5,24.7,60.1,51.0,49.0,694.0,723.0,12.7,12.4,8.87,9.01,59817.0
3299,2020-07-16 17:00:00,2020,7,16,17,4.54,0.535,229.0,226.0,7.2,6.5,60.1,51.0,48.0,708.0,717.0,3.2,3.3,2.06,2.47,59819.0
3300,2020-07-16 18:00:00,2020,7,16,18,1.07,0.0,228.0,225.0,2.5,2.3,60.1,50.0,48.0,682.0,680.0,0.5,0.6,0.55,0.58,59820.0
3311,2020-07-17 05:00:00,2020,7,17,5,1.39,2.606,229.0,226.0,2.8,2.7,60.1,44.0,37.0,717.0,711.0,0.8,0.8,0.73,0.7,59820.0
3312,2020-07-17 06:00:00,2020,7,17,6,4.65,7.212,229.0,225.0,7.3,6.6,60.1,53.0,49.0,742.0,719.0,3.1,3.1,2.39,2.26,59823.0
3313,2020-07-17 07:00:00,2020,7,17,7,10.24,12.467,230.0,227.0,15.3,14.5,60.1,54.0,48.0,733.0,711.0,7.0,7.2,5.14,5.07,59830.0
3314,2020-07-17 08:00:00,2020,7,17,8,15.06,12.776000000000002,233.0,230.0,22.3,21.3,60.1,57.0,51.0,727.0,719.0,10.6,10.8,7.54,7.59,59842.0
3315,2020-07-17 09:00:00,2020,7,17,9,17.94,21.524,230.0,227.0,26.4,25.7,60.2,57.0,52.0,723.0,732.0,12.8,13.0,9.08,9.05,59855.0
3316,2020-07-17 10:00:00,2020,7,17,10,21.63,20.824,230.0,227.0,32.8,32.1,60.5,57.0,59.0,703.0,704.0,16.2,16.1,10.92,11.06,59877.0
3317,2020-07-17 11:00:00,2020,7,17,11,22.68,22.384,233.0,229.0,33.3,32.7,60.3,57.0,61.0,687.0,689.0,17.0,17.1,11.46,11.62,59898.0
3318,2020-07-17 12:00:00,2020,7,17,12,22.85,23.530000000000005,234.0,231.0,33.8,33.1,60.3,57.0,62.0,677.0,689.0,17.2,17.3,11.53,11.68,59920.0
3319,2020-07-17 13:00:00,2020,7,17,13,22.79,19.675000000000004,234.0,230.0,33.1,32.4,60.5,57.0,61.0,686.0,689.0,17.2,17.1,11.46,11.62,59944.0
3320,2020-07-17 14:00:00,2020,7,17,14,21.18,16.757,232.0,228.0,30.9,30.5,60.4,56.0,58.0,692.0,704.0,15.8,15.7,10.59,10.77,59963.0
3321,2020-07-17 15:00:00,2020,7,17,15,18.34,9.661999999999999,231.0,229.0,27.0,26.3,60.1,54.0,54.0,711.0,712.0,13.3,13.4,9.18,9.3,59980.0
3322,2020-07-17 16:00:00,2020,7,17,16,13.09,4.987,232.0,229.0,19.2,18.7,60.1,52.0,48.0,708.0,728.0,9.3,9.4,6.52,6.77,59990.0
3323,2020-07-17 17:00:00,2020,7,17,17,8.16,0.6100000000000001,229.0,227.0,12.3,11.8,60.1,50.0,45.0,722.0,726.0,5.9,6.2,3.65,4.58,59995.0
3324,2020-07-17 18:00:00,2020,7,17,18,1.54,0.0,228.0,225.0,3.0,2.6,60.0,49.0,46.0,699.0,711.0,0.7,1.1,0.63,0.92,59996.0
3335,2020-07-18 05:00:00,2020,7,18,5,0.73,2.145,230.0,226.0,2.2,2.0,60.1,44.0,36.0,703.0,697.0,0.3,0.4,0.38,0.37,59996.0
3336,2020-07-18 06:00:00,2020,7,18,6,4.28,7.055999999999999,230.0,227.0,6.7,6.1,60.1,54.0,49.0,738.0,718.0,2.9,2.8,2.21,2.12,59998.0
3337,2020-07-18 07:00:00,2020,7,18,7,10.33,12.120999999999999,231.0,228.0,15.5,14.7,60.1,54.0,49.0,732.0,708.0,7.2,7.2,5.26,5.1,60005.0
3338,2020-07-18 08:00:00,2020,7,18,8,14.57,16.087,230.0,226.0,21.7,20.8,60.1,56.0,49.0,718.0,722.0,10.2,10.3,7.27,7.33,60017.0
3339,2020-07-18 09:00:00,2020,7,18,9,18.73,20.376000000000005,230.0,226.0,27.7,27.3,60.3,57.0,55.0,715.0,712.0,13.7,13.7,9.47,9.61,60033.0
3340,2020-07-18 10:00:00,2020,7,18,10,21.12,21.307,229.0,226.0,30.9,31.4,60.5,57.0,58.0,720.0,711.0,15.8,15.7,10.73,10.88,60054.0
3341,2020-07-18 11:00:00,2020,7,18,11,23.07,22.161,232.0,229.0,33.8,33.2,60.5,57.0,62.0,686.0,692.0,17.3,17.5,11.55,11.74,60075.0
3342,2020-07-18 12:00:00,2020,7,18,12,22.79,20.48,232.0,229.0,33.6,33.1,60.4,57.0,61.0,680.0,684.0,17.1,17.6,11.55,11.76,60097.0
3343,2020-07-18 13:00:00,2020,7,18,13,21.91,21.201999999999998,233.0,229.0,32.7,32.0,60.4,56.0,59.0,696.0,699.0,16.5,16.6,11.14,11.33,60118.0
3344,2020-07-18 14:00:00,2020,7,18,14,21.46,14.397,233.0,230.0,30.9,30.6,60.5,53.0,57.0,704.0,707.0,15.7,15.7,10.73,10.84,60139.0
3345,2020-07-18 15:00:00,2020,7,18,15,17.3,11.582,231.0,227.0,25.8,25.3,60.3,52.0,52.0,712.0,717.0,12.6,12.5,8.81,8.81,60154.0
3346,2020-07-18 16:00:00,2020,7,18,16,13.64,4.043,230.0,228.0,20.3,19.7,60.1,50.0,48.0,699.0,721.0,9.8,9.8,6.75,6.93,60165.0
3347,2020-07-18 17:00:00,2020,7,18,17,6.89,0.812,226.0,224.0,10.5,10.8,60.1,49.0,44.0,718.0,740.0,5.1,5.1,3.13,3.73,60169.0
3348,2020-07-18 18:00:00,2020,7,18,18,1.95,0.0,226.0,224.0,3.5,3.1,60.1,49.0,46.0,730.0,722.0,0.9,1.4,0.84,1.17,60170.0
3359,2020-07-19 05:00:00,2020,7,19,5,0.82,1.9609999999999999,230.0,228.0,2.2,2.0,60.1,43.0,36.0,711.0,705.0,0.4,0.4,0.43,0.42,60170.0
3360,2020-07-19 06:00:00,2020,7,19,6,4.05,6.268999999999998,232.0,228.0,6.4,5.7,60.1,51.0,47.0,729.0,710.0,2.7,2.7,2.08,1.99,60172.0
3361,2020-07-19 07:00:00,2020,7,19,7,8.66,13.140999999999998,231.0,228.0,12.9,12.3,60.1,54.0,49.0,731.0,710.0,6.1,6.0,4.4,4.32,60178.0
3362,2020-07-19 08:00:00,2020,7,19,8,15.33,16.948,231.0,228.0,22.7,22.0,60.1,57.0,52.0,731.0,712.0,10.9,11.0,7.65,7.74,60192.0
3363,2020-07-19 09:00:00,2020,7,19,9,18.22,19.986,231.0,227.0,27.1,26.9,60.3,59.0,55.0,708.0,710.0,13.3,13.5,9.23,9.29,60209.0
3364,2020-07-19 10:00:00,2020,7,19,10,21.78,21.233,229.0,226.0,32.5,31.1,60.5,58.0,59.0,689.0,700.0,16.3,16.5,10.99,11.04,60229.0
3365,2020-07-19 11:00:00,2020,7,19,11,22.59,21.713,230.0,226.0,33.3,32.7,60.5,55.0,59.0,692.0,685.0,16.9,17.3,11.46,11.51,60250.0
3366,2020-07-19 12:00:00,2020,7,19,12,23.22,23.071,229.0,226.0,34.5,33.8,60.5,56.0,62.0,676.0,689.0,17.6,17.6,11.75,11.87,60272.0
3367,2020-07-19 13:00:00,2020,7,19,13,22.7,18.896,230.0,226.0,33.4,32.8,60.5,57.0,61.0,684.0,684.0,17.2,17.4,11.41,11.61,60295.0
3368,2020-07-19 14:00:00,2020,7,19,14,21.27,8.693,230.0,226.0,31.5,30.3,60.5,55.0,58.0,699.0,700.0,16.0,16.0,10.78,10.93,60314.0
3369,2020-07-19 15:00:00,2020,7,19,15,19.19,2.882,227.0,226.0,28.8,27.9,60.6,54.0,56.0,730.0,721.0,14.3,13.8,9.7,9.82,60323.0
3370,2020-07-19 16:00:00,2020,7,19,16,3.05,3.347,227.0,224.0,5.1,5.0,60.1,52.0,49.0,730.0,720.0,1.9,2.0,1.52,1.58,60326.0
3371,2020-07-19 17:00:00,2020,7,19,17,4.55,0.782,226.0,224.0,7.2,6.5,60.1,50.0,49.0,742.0,732.0,2.4,3.5,1.88,2.66,60329.0
3372,2020-07-19 18:00:00,2020,7,19,18,2.17,0.0,225.0,222.0,3.7,3.3,60.1,49.0,49.0,719.0,708.0,1.1,1.5,0.95,1.22,60330.0
3383,2020-07-20 05:00:00,2020,7,20,5,0.71,2.161,229.0,226.0,2.1,2.0,60.1,41.0,34.0,707.0,701.0,0.3,0.3,0.36,0.37,60330.0
3384,2020-07-20 06:00:00,2020,7,20,6,4.17,6.652,230.0,226.0,6.6,5.9,60.1,55.0,49.0,732.0,726.0,2.7,2.8,2.12,2.07,60332.0
3385,2020-07-20 07:00:00,2020,7,20,7,10.1,12.24,230.0,227.0,15.3,14.5,60.1,57.0,49.0,740.0,709.0,7.2,7.2,5.13,5.02,60339.0
3386,2020-07-20 08:00:00,2020,7,20,8,14.82,16.582,228.0,225.0,22.1,21.4,60.1,59.0,52.0,716.0,703.0,10.6,10.8,7.44,7.44,60351.0
3387,2020-07-20 09:00:00,2020,7,20,9,18.45,19.564,231.0,228.0,27.5,26.5,60.2,59.0,55.0,712.0,705.0,13.8,13.6,9.36,9.44,60368.0
3388,2020-07-20 10:00:00,2020,7,20,10,20.99,21.545,233.0,230.0,31.3,30.7,60.3,59.0,58.0,686.0,688.0,15.8,16.1,10.61,10.7,60387.0
3389,2020-07-20 11:00:00,2020,7,20,11,22.66,24.233000000000004,229.0,226.0,33.4,32.3,60.4,56.0,59.0,686.0,674.0,16.9,17.1,11.5,11.36,60409.0
3390,2020-07-20 12:00:00,2020,7,20,12,22.92,21.853,233.0,228.0,34.0,32.8,60.4,54.0,59.0,694.0,681.0,17.1,17.3,11.58,11.56,60433.0
3391,2020-07-20 13:00:00,2020,7,20,13,23.5,18.409,230.0,226.0,34.5,33.5,60.4,54.0,59.0,694.0,687.0,17.6,17.8,11.9,11.95,60455.0
3392,2020-07-20 14:00:00,2020,7,20,14,24.74,5.088,232.0,228.0,36.0,35.0,60.4,54.0,58.0,708.0,702.0,18.6,18.0,12.64,12.5,60472.0
3393,2020-07-20 15:00:00,2020,7,20,15,13.75,1.1789999999999998,230.0,227.0,20.3,19.5,60.1,53.0,49.0,723.0,706.0,9.8,9.9,6.92,6.88,60478.0
3394,2020-07-20 16:00:00,2020,7,20,16,1.8,0.5199999999999999,229.0,226.0,3.5,3.0,60.1,51.0,49.0,700.0,694.0,1.2,1.2,0.98,0.99,60479.0
3395,2020-07-20 17:00:00,2020,7,20,17,0.61,0.30000000000000004,226.0,224.0,2.0,1.8,60.1,49.0,46.0,659.0,650.0,0.2,0.3,0.3,0.34,60479.0
3396,2020-07-20 18:00:00,2020,7,20,18,0.66,0.0,226.0,224.0,2.1,1.9,60.1,48.0,47.0,676.0,656.0,0.3,0.3,0.36,0.34,60480.0
3407,2020-07-21 05:00:00,2020,7,21,5,1.12,2.3950000000000005,229.0,226.0,2.5,2.3,60.1,41.0,33.0,716.0,709.0,0.6,0.6,0.57,0.57,60480.0
3408,2020-07-21 06:00:00,2020,7,21,6,4.17,6.415,230.0,226.0,6.6,5.9,60.1,53.0,48.0,748.0,736.0,2.7,2.8,2.13,2.06,60482.0
3409,2020-07-21 07:00:00,2020,7,21,7,9.52,12.216,231.0,228.0,14.5,13.6,60.1,57.0,49.0,736.0,702.0,6.7,6.8,4.81,4.73,60489.0
3410,2020-07-21 08:00:00,2020,7,21,8,14.55,17.442,233.0,229.0,21.6,20.6,60.1,58.0,52.0,710.0,694.0,10.5,10.7,7.34,7.35,60501.0
3411,2020-07-21 09:00:00,2020,7,21,9,18.47,19.265,232.0,229.0,27.3,26.5,60.1,59.0,55.0,702.0,685.0,13.8,14.0,9.39,9.31,60519.0
3412,2020-07-21 10:00:00,2020,7,21,10,20.86,21.138,231.0,228.0,31.1,30.0,60.4,58.0,59.0,682.0,669.0,15.9,16.1,10.56,10.62,60538.0
3413,2020-07-21 11:00:00,2020,7,21,11,21.98,22.999,231.0,227.0,32.5,32.4,60.4,57.0,61.0,666.0,664.0,16.9,17.0,11.23,11.21,60559.0
3414,2020-07-21 12:00:00,2020,7,21,12,22.13,20.848,233.0,228.0,32.7,32.0,60.4,56.0,61.0,674.0,662.0,17.0,17.3,11.36,11.29,60582.0
3415,2020-07-21 13:00:00,2020,7,21,13,21.79,18.886,229.0,226.0,32.7,31.3,60.4,55.0,59.0,682.0,662.0,16.7,16.9,11.09,11.02,60603.0
3416,2020-07-21 14:00:00,2020,7,21,14,19.99,15.743999999999998,232.0,229.0,29.4,29.0,60.4,54.0,57.0,690.0,685.0,15.0,15.4,10.15,10.1,60622.0
3417,2020-07-21 15:00:00,2020,7,21,15,17.73,7.47,229.0,226.0,26.1,25.3,60.2,53.0,54.0,714.0,688.0,12.9,13.3,8.88,8.89,60637.0
3418,2020-07-21 16:00:00,2020,7,21,16,13.35,7.050000000000001,229.0,227.0,20.1,19.4,60.1,52.0,49.0,736.0,725.0,9.5,10.0,6.51,6.94,60645.0
3419,2020-07-21 17:00:00,2020,7,21,17,10.4,1.1689999999999996,230.0,228.0,15.5,14.8,60.1,51.0,46.0,730.0,713.0,6.4,8.1,4.66,5.72,60652.0
3420,2020-07-21 18:00:00,2020,7,21,18,3.03,0.0,227.0,224.0,5.0,4.5,60.1,51.0,48.0,719.0,703.0,1.7,2.2,1.35,1.7,60653.0
3431,2020-07-22 05:00:00,2020,7,22,5,0.79,2.1370000000000005,229.0,226.0,2.2,2.0,60.1,41.0,35.0,729.0,723.0,0.4,0.4,0.37,0.44,60654.0
3432,2020-07-22 06:00:00,2020,7,22,6,4.16,6.686999999999999,228.0,225.0,6.6,6.0,60.1,54.0,48.0,737.0,709.0,2.7,2.8,2.12,2.04,60656.0
